Country,Region,Year,HDI,NMR,IMR,U5MR,5_14MR,AMR,LEB,LE_60,UA,OA,OBA,avg_BMI,ABS,HE_GDP,HE_CAP
Mongolia,"East Asia",2013,0.729,11.2,17.9,21,4.5,218,69.2,17.1,2.9,50.4,17.1,25.6,58,4,175.4
Mongolia,"East Asia",2014,0.734,10.5,16.9,19.8,4.5,215,69.4,17.2,2.8,51.5,17.9,25.8,59,3.8,160
Mongolia,"East Asia",2015,0.737,10,16.1,18.8,4.5,213,69.6,17.2,2.7,52.7,18.8,25.9,59,3.9,152.5
Mongolia,"East Asia",2016,0.743,9.6,15.4,18,4.5,211,69.8,17.3,2.5,53.9,19.6,26.1,59,4,148.5
Montenegro,"Eastern Europe",2000,0.734,8.9,12.7,14.1,1.2,140,73.1,18.4,2,51.9,16.9,25.4,88,6.7,108
Montenegro,"Eastern Europe",2001,0.738,8.6,12.3,13.6,1.2,137,73.3,18.5,1.9,52.7,17.4,25.5,89,7.6,143.5
Montenegro,"Eastern Europe",2002,0.739,8.2,11.7,12.9,1.2,133,73.5,18.5,1.9,53.5,18,25.6,89,7.7,160.3
Montenegro,"Eastern Europe",2003,0.741,7.8,11,12.2,1.3,132,73.6,18.5,1.8,54.2,18.5,25.7,90,8.3,231.6
Montenegro,"Eastern Europe",2004,0.748,7.4,10.3,11.4,1.3,131,73.7,18.5,1.8,55,19.1,25.8,90,7.9,266.4
Montenegro,"Eastern Europe",2005,0.753,6.9,9.6,10.6,1.3,130,73.8,18.5,1.7,55.7,19.6,25.9,90,7.7,281.9
Montenegro,"Eastern Europe",2006,0.764,6.3,8.9,9.8,1.4,127,74.1,18.7,1.7,56.5,20.1,26,91,7.2,315.9
Montenegro,"Eastern Europe",2007,0.775,5.8,8.2,9,1.4,123,74.4,18.8,1.6,57.2,20.7,26.1,92,6.6,390.9
Montenegro,"Eastern Europe",2008,0.786,5.4,7.5,8.2,1.5,119,74.8,19.1,1.6,57.8,21.2,26.2,92,6.2,448.9
Montenegro,"Eastern Europe",2009,0.788,4.9,6.7,7.4,1.5,115,75.2,19.3,1.5,58.5,21.7,26.3,93,5.5,367.7
Montenegro,"Eastern Europe",2010,0.793,4.4,6.2,6.8,1.6,112,75.6,19.5,1.5,59.1,22.1,26.4,94,5.9,388.2
Montenegro,"Eastern Europe",2011,0.798,4,5.6,6.1,1.6,111,75.6,19.5,1.4,59.7,22.6,26.4,94,5.8,423.3
Montenegro,"Eastern Europe",2012,0.8,3.6,5.1,5.6,1.7,108,75.9,19.7,1.4,60.2,23.1,26.5,95,6.1,400.8
Montenegro,"Eastern Europe",2013,0.803,3.3,4.6,5,1.7,105,76.2,19.8,1.4,60.7,23.5,26.6,95,6,430.4
Montenegro,"Eastern Europe",2014,0.805,3,4.2,4.6,1.8,103,76.4,20,1.4,61.3,23.9,26.7,96,5.9,430
Montenegro,"Eastern Europe",2015,0.809,2.7,3.8,4.1,1.8,101,76.6,20.1,1.3,61.8,24.4,26.8,96,6,382.1
Montenegro,"Eastern Europe",2016,0.81,2.5,3.5,3.8,1.9,99,76.8,20.2,1.3,62.3,24.9,26.9,96,6,380
Netherlands,"Western Europe",2000,0.814,3.8,5.1,6.2,0.8,83,78.2,21.4,1.5,51.8,14.2,25.3,98,7.1,1836.2
Netherlands,"Western Europe",2001,0.876,3.8,5,6.1,0.8,82,78.4,21.7,1.5,52.6,14.7,25.4,98,7.4,1985.5
Netherlands,"Western Europe",2002,0.879,3.7,4.9,5.9,0.8,81,78.5,21.7,1.4,53.4,15.3,25.5,98,8,2298.5
Netherlands,"Western Europe",2003,0.878,3.6,4.8,5.7,0.9,80,78.8,22,1.4,54.2,15.9,25.6,98,8.5,2986.7
Netherlands,"Western Europe",2004,0.883,3.5,4.6,5.5,0.9,76,79.3,22.4,1.3,55,16.5,25.6,98,8.5,3409.7
Netherlands,"Western Europe",2005,0.886,3.4,4.4,5.3,0.9,72,79.5,22.4,1.3,55.8,17.1,25.7,98,9.3,3857.7
Netherlands,"Western Europe",2006,0.891,3.3,4.3,5.1,0.9,70,79.9,22.8,1.2,56.5,17.6,25.8,98,9.2,4084.6
Netherlands,"Western Europe",2007,0.897,3.2,4.1,4.9,0.9,67,80.4,23.1,1.2,57.3,18.2,25.8,98,9.2,4739.8
Netherlands,"Western Europe",2008,0.904,3,4,4.7,1,67,80.5,23.2,1.2,57.9,18.8,25.9,98,9.5,5427.7
Netherlands,"Western Europe",2009,0.906,2.9,3.8,4.6,1,65,80.8,23.4,1.1,58.6,19.4,25.9,98,10.2,5326.7
Netherlands,"Western Europe",2010,0.906,2.8,3.7,4.4,1.1,64,80.8,23.4,1.1,59.3,19.9,26,98,10.4,5249.4
Netherlands,"Western Europe",2011,0.91,2.7,3.6,4.3,1.1,64,81.1,23.8,1.1,59.9,20.5,26,98,10.5,5645.3
Netherlands,"Western Europe",2012,0.921,2.7,3.6,4.2,1.2,63,81.1,23.7,1,60.5,21,26,98,10.9,5402.5
Netherlands,"Western Europe",2013,0.921,2.7,3.5,4.1,1.3,61,81.4,23.9,1,61,21.5,26,98,10.9,5628.6
Netherlands,"Western Europe",2014,0.923,2.6,3.5,4.1,1.3,59,81.7,24.1,1,61.6,22.1,26.1,98,10.9,5675.6
Netherlands,"Western Europe",2015,0.924,2.6,3.4,4,1.4,58,81.5,23.8,1,62.1,22.6,26.1,98,10.7,4746
Netherlands,"Western Europe",2016,0.926,2.4,3.4,4,1.4,59,81.6,24,0.9,62.6,23.1,26.1,98,10.6,4990.6
"New Zealand",Oceania,2000,0.928,3.5,6.1,7.4,0.9,86,78.8,22.6,1.4,58.9,22.2,26.7,100,7.5,1053.9
"New Zealand",Oceania,2001,0.869,3.5,5.9,7.2,1,83,78.7,22.3,1.3,59.6,22.9,26.9,100,7.6,1049.4
"New Zealand",Oceania,2002,0.873,3.4,5.8,7,1,82,79,22.5,1.3,60.3,23.5,27,100,7.9,1246.3
"New Zealand",Oceania,2003,0.881,3.3,5.7,6.9,1.1,81,79.3,22.9,1.3,60.9,24.1,27.1,100,7.7,1610.9
"New Zealand",Oceania,2004,0.884,3.2,5.5,6.7,1.1,79,79.5,22.9,1.2,61.5,24.7,27.2,100,7.9,1983.7
"New Zealand",Oceania,2005,0.886,3.1,5.4,6.6,1.2,77,80.1,23.6,1.2,62.1,25.3,27.3,100,8.3,2295.2
"New Zealand",Oceania,2006,0.888,3,5.4,6.5,1.2,75,80.1,23.5,1.2,62.6,25.9,27.4,100,8.6,2301.9
"New Zealand",Oceania,2007,0.891,3,5.3,6.4,1.3,76,80.3,23.7,1.2,63.2,26.5,27.5,100,8.3,2699.3
"New Zealand",Oceania,2008,0.894,3,5.3,6.4,1.3,74,80.4,23.7,1.1,63.8,27.1,27.6,100,9.1,2848
"New Zealand",Oceania,2009,0.894,3.1,5.2,6.3,1.4,73,80.7,24,1.1,64.3,27.7,27.7,100,9.7,2714
"New Zealand",Oceania,2010,0.898,3.1,5.1,6.2,1.5,71,81.2,24.4,1.1,64.8,28.3,27.8,100,9.7,3239.9
"New Zealand",Oceania,2011,0.899,3.2,5,6.1,1.5,71,81,24.2,1.1,65.3,28.9,27.9,100,9.6,3646.6
"New Zealand",Oceania,2012,0.902,3.2,5,6,1.6,68,81.4,24.4,1.1,65.9,29.5,27.9,100,9.7,3825.1
"New Zealand",Oceania,2013,0.905,3.2,4.9,5.9,1.6,66,81.9,24.8,1,66.4,30.1,28,100,9.4,3967.2
"New Zealand",Oceania,2014,0.907,3.2,4.7,5.7,1.7,67,81.9,24.9,1,66.9,30.7,28.1,100,9.4,4132.4
"New Zealand",Oceania,2015,0.91,3.1,4.6,5.6,1.8,67,82,25.1,1,67.5,31.3,28.1,100,9.3,3553.6
"New Zealand",Oceania,2016,0.914,3,4.5,5.4,1.8,66,82.2,25.3,1,68,32,28.2,100,9.3,3662
Norway,"Western Europe",2000,0.915,2.7,4,4.9,0.6,84,78.8,22.2,1.5,53.3,17.1,25.9,98,7.7,2948.9
Norway,"Western Europe",2001,0.917,2.6,3.8,4.7,0.7,81,79,22.3,1.5,54,17.6,26,98,8,3099
Norway,"Western Europe",2002,0.916,2.5,3.6,4.5,0.7,80,79.1,22.4,1.4,54.6,18.1,26.1,98,9,3890
Norway,"Western Europe",2003,0.918,2.4,3.6,4.4,0.8,77,79.7,22.8,1.4,55.3,18.7,26.2,98,9.2,4632.6
Norway,"Western Europe",2004,0.924,2.4,3.4,4.2,0.8,76,80.1,23.2,1.3,55.9,19.2,26.3,98,8.8,5097.3
Norway,"Western Europe",2005,0.934,2.3,3.2,4,0.8,72,80.3,23.2,1.3,56.5,19.7,26.4,98,8.3,5584.7
Norway,"Western Europe",2006,0.932,2.2,3.2,3.9,0.9,69,80.5,23.4,1.3,57,20.2,26.5,98,7.9,5893
Norway,"Western Europe",2007,0.936,2.1,3,3.7,0.9,67,80.6,23.3,1.2,57.5,20.6,26.5,98,8.1,6895.6
Norway,"Western Europe",2008,0.938,2,2.8,3.5,1,66,80.8,23.5,1.2,58,21.1,26.6,98,8,7768.1
Norway,"Western Europe",2009,0.938,1.9,2.7,3.4,1,67,81,23.7,1.2,58.5,21.6,26.7,98,9.1,7302
Norway,"Western Europe",2010,0.938,1.9,2.6,3.2,1.1,65,81.1,23.7,1.2,58.9,22,26.7,98,8.9,7859.5
Norway,"Western Europe",2011,0.942,1.8,2.5,3.1,1.1,66,81.3,24,1.1,59.4,22.5,26.8,98,8.8,8900.4
Norway,"Western Europe",2012,0.943,1.7,2.4,3,1.1,60,81.6,24,1.1,59.8,23,26.8,98,8.8,8970.1
Norway,"Western Europe",2013,0.942,1.7,2.3,2.9,1.2,61,81.9,24.3,1.1,60.3,23.5,26.9,98,8.9,9241.3
Norway,"Western Europe",2014,0.946,1.6,2.3,2.8,1.2,57,82.2,24.6,1.1,60.8,24,27,98,9.3,9118.3
Norway,"Western Europe",2015,0.946,1.6,2.2,2.7,1.3,54,82.3,24.5,1,61.2,24.5,27,98,10,7464.1
Norway,"Western Europe",2016,0.948,1.5,2.1,2.6,1.3,55,82.5,24.7,1,61.7,25,27.1,98,10.2,6990
Oman,"Middle East",2000,0.702,7.3,14.2,16.5,2.3,139,72.7,18.5,6.5,45.9,15.3,25.2,88,3.1,263.5
Oman,"Middle East",2001,0.704,6.8,13.3,15.4,2.3,134,73.1,18.7,6.4,46.5,15.8,25.2,88,3.1,261.3
Oman,"Middle East",2002,0.716,6.4,12.5,14.5,2.3,130,73.4,18.8,6.2,47.3,16.3,25.3,89,3.2,274.4
Oman,"Middle East",2003,0.725,6.1,11.9,13.8,2.3,127,73.7,19,6.1,48.1,16.8,25.4,90,3.2,287.8
Oman,"Middle East",2004,0.736,5.9,11.4,13.2,2.3,122,74.1,19.1,5.9,48.9,17.3,25.4,91,3,301.4
Oman,"Middle East",2005,0.742,5.7,11,12.8,2.3,118,74.4,19.3,5.8,49.5,17.7,25.5,92,2.6,320.2
Oman,"Middle East",2006,0.748,5.5,10.7,12.4,2.4,115,74.7,19.5,5.7,50.1,18.2,25.5,93,2.3,332.9
Oman,"Middle East",2007,0.752,5.4,10.4,12.1,2.4,113,74.8,19.6,5.5,50.6,18.7,25.6,94,2.4,383.4
Oman,"Middle East",2008,0.764,5.3,10.2,11.9,2.4,110,75.2,19.8,5.4,51.1,19.1,25.6,95,2,444.2
Oman,"Middle East",2009,0.782,5.2,10.1,11.7,2.5,108,75.4,20,5.3,51.5,19.4,25.6,96,2.8,475
Oman,"Middle East",2010,0.789,5.2,10,11.6,2.5,107,75.6,20.1,5.1,51.8,19.7,25.7,96,2.7,529.1
Oman,"Middle East",2011,0.793,5.1,9.9,11.5,2.6,105,75.9,20.3,5,52,19.9,25.7,97,2.6,535.3
Oman,"Middle East",2012,0.795,5.1,9.8,11.4,2.6,103,76.1,20.5,4.8,52.3,20.2,25.8,98,2.6,564.4
Oman,"Middle East",2013,0.804,5,9.7,11.3,2.7,101,76.4,20.7,4.6,52.8,20.6,25.8,99,2.8,592.5
Oman,"Middle East",2014,0.812,5,9.6,11.2,2.8,100,76.6,20.9,4.5,53.5,21.1,25.9,99,3.5,721.9
Oman,"Middle East",2015,0.815,5,9.6,11.2,3,98,76.8,21,4.3,54.6,21.9,26,99,3.8,636.5
Oman,"Middle East",2016,0.822,5.1,9.7,11.3,3.1,96,77,21.2,4,56,22.9,26.2,99,3.9,677.4
Palau,Oceania,2000,0.743,14.2,22.7,26.7,5.3,142,73.1,18.4,0.9,75.8,43.4,29.4,85,9.5,735.2
Palau,Oceania,2001,0.747,13.7,22,25.9,5.1,135,73.3,18.5,0.9,76.3,44,29.4,87,8.1,671.4
Palau,Oceania,2002,0.751,13.3,21.2,25,5,128,73.5,18.5,0.9,76.9,44.7,29.4,88,8.4,701.4
Palau,Oceania,2003,0.754,12.8,20.5,24.2,4.8,114,73.6,18.5,0.8,77.6,45.5,29.4,90,8.7,705.2
Palau,Oceania,2004,0.758,12.4,19.9,23.5,4.7,118,73.7,18.5,0.8,78.2,46.3,29.4,92,10.1,888.8
Palau,Oceania,2005,0.76,12,19.2,22.7,4.6,93,73.8,18.5,0.8,78.9,47.1,29.4,93,9,868.3
Palau,Oceania,2006,0.762,11.6,18.7,22,4.4,88,74.1,18.7,0.7,79.5,47.9,29.5,95,9.4,912.9
Palau,Oceania,2007,0.765,11.2,18.1,21.3,4.3,83,74.4,18.8,0.7,80.1,48.8,29.5,96,9.8,955.5
Palau,Oceania,2008,0.764,10.8,17.5,20.6,4.2,80,74.8,19.1,0.6,80.8,49.6,29.5,97,9.4,924.9
Palau,Oceania,2009,0.767,10.4,17,20,4.1,76,75.2,19.3,0.6,81.3,50.4,29.5,98,10.1,932.2
Palau,Oceania,2010,0.769,10.1,16.5,19.3,4,71,75.6,19.5,0.6,81.9,51.1,29.5,100,11.5,1037.8
Palau,Oceania,2011,0.775,9.7,16,18.7,3.9,66,75.6,19.5,0.6,82.4,51.9,29.5,100,10.4,1013.6
Palau,Oceania,2012,0.778,9.4,15.4,18,3.8,62,75.9,19.7,0.5,82.8,52.5,29.5,100,11.4,1183
Palau,Oceania,2013,0.78,9.1,14.9,17.4,3.7,59,76.2,19.8,0.5,83.3,53.1,29.5,100,11.8,1292.2
Palau,Oceania,2014,0.786,8.8,14.5,16.9,3.6,57,76.4,20,0.5,83.7,53.7,29.5,100,11.9,1402.1
Palau,Oceania,2015,0.793,8.5,14,16.3,3.5,54,76.6,20.1,0.5,84,54.3,29.5,100,10.6,1420.2
Palau,Oceania,2016,0.798,8.2,13.6,15.8,3.4,53,76.8,20.2,0.5,84.4,54.9,29.5,100,11.1,1445.1
Panama,"Central America",2000,0.719,14.5,22,26.1,4.6,120,75.8,22.6,4.1,45.9,13.6,25.4,64,7.5,285.7
Panama,"Central America",2001,0.722,14.2,21.6,25.6,4.5,120,75.7,22.5,3.9,46.9,14.2,25.6,65,7.4,281.3
Panama,"Central America",2002,0.728,13.8,21.1,24.9,4.3,120,76,22.6,3.8,47.8,14.7,25.7,66,7.5,292.3
Panama,"Central America",2003,0.73,13.5,20.6,24.3,4.2,120,75.8,22.5,3.6,48.6,15.3,25.8,67,7.1,287.9
Panama,"Central America",2004,0.735,13.1,20.1,23.7,4.1,117,76.1,22.6,3.5,49.5,15.8,25.9,68,7.5,326.3
Panama,"Central America",2005,0.739,12.8,19.6,23.1,4,116,76,22.4,3.4,50.3,16.3,26,68,6.6,304.7
Panama,"Central America",2006,0.744,12.5,19.2,22.5,3.9,119,76.4,22.9,3.2,51.1,16.9,26.1,69,6.9,350.4
Panama,"Central America",2007,0.751,12.2,18.7,22,3.8,119,76.6,23.1,3.1,51.9,17.4,26.2,70,6.6,401.4
Panama,"Central America",2008,0.755,11.8,18.2,21.3,3.7,122,76.6,23.3,3,52.7,18,26.2,71,6.5,456.6
Panama,"Central America",2009,0.756,11.4,17.7,20.7,3.6,122,76.9,23.5,2.9,53.4,18.5,26.3,72,6.5,480.7
Panama,"Central America",2010,0.758,11.1,17.2,20.1,3.5,117,76.7,23,2.8,54.2,19,26.4,73,6.6,526.8
Panama,"Central America",2011,0.764,10.7,16.7,19.5,3.4,117,77.3,23.7,2.8,54.9,19.6,26.5,74,6,558.6
Panama,"Central America",2012,0.771,10.4,16.2,18.9,3.3,116,77.3,23.6,2.7,55.6,20.2,26.6,74,6.1,647.4
Panama,"Central America",2013,0.776,10.1,15.7,18.4,3.2,114,77.6,23.7,2.6,56.3,20.8,26.7,75,6.6,770.9
Panama,"Central America",2014,0.781,9.8,15.3,17.8,3.1,111,77.8,23.7,2.5,57.1,21.3,26.7,76,6.8,861.8
Panama,"Central America",2015,0.781,9.5,14.8,17.2,3,112,77.9,23.9,2.5,57.8,21.9,26.8,77,7,920.6
Panama,"Central America",2016,0.785,9.2,14.3,16.7,2.9,111,78,24,2.4,58.5,22.5,26.9,77,7.2,925.9
Paraguay,"South America",2000,0.624,18,28,33.9,5.5,171,71.1,19.9,3.8,39.1,11.1,24.7,72,5.8,89
Paraguay,"South America",2001,0.632,17.6,27.4,33.1,5.4,169,71.4,20.1,3.6,39.8,11.5,24.8,73,5.5,77.8
Paraguay,"South America",2002,0.642,17.2,26.8,32.4,5.2,167,71.6,20.2,3.5,40.6,11.9,24.9,75,4.7,53.7
Paraguay,"South America",2003,0.64,16.8,26.3,31.6,5,166,71.7,20.3,3.4,41.3,12.4,25,76,4.9,57.9
Paraguay,"South America",2004,0.646,16.4,25.7,30.9,4.9,165,71.9,20.4,3.3,42,12.8,25.1,77,5,70.3
Paraguay,"South America",2005,0.649,16,25.1,30.2,4.7,164,72.1,20.4,3.2,42.8,13.3,25.2,79,5,75.1
Paraguay,"South America",2006,0.649,15.6,24.5,29.4,4.6,161,72.3,20.5,3.1,43.5,13.8,25.3,80,5.3,96
Paraguay,"South America",2007,0.655,15.2,23.9,28.6,4.4,159,72.5,20.6,3,44.2,14.2,25.4,81,5.4,124.3
Paraguay,"South America",2008,0.664,14.7,23.3,27.7,4.2,157,72.8,20.7,2.9,44.9,14.7,25.5,83,5.5,168
Paraguay,"South America",2009,0.659,14.2,22.6,26.9,4.1,154,73.1,20.7,2.8,45.6,15.2,25.6,84,6.2,161.3
Paraguay,"South America",2010,0.675,13.8,22,26.1,3.9,152,73.4,20.8,2.7,46.4,15.7,25.8,85,6.2,201
Paraguay,"South America",2011,0.68,13.4,21.4,25.4,3.8,150,73.6,20.9,2.6,47.1,16.2,25.9,86,6.7,268.4
Paraguay,"South America",2012,0.68,13,20.8,24.6,3.7,149,73.7,21,2.5,47.9,16.7,26,88,7.6,293.8
Paraguay,"South America",2013,0.695,12.6,20.2,23.8,3.5,148,73.8,21.1,2.4,48.6,17.3,26.1,89,7,312.2
Paraguay,"South America",2014,0.698,12.2,19.6,23.1,3.4,147,74,21.1,2.3,49.4,17.8,26.2,90,7.6,359.4
Paraguay,"South America",2015,0.702,11.8,19,22.4,3.3,146,74.1,21.2,2.3,50.2,18.4,26.4,91,7.8,321.3
Paraguay,"South America",2016,0.702,11.4,18.4,21.6,3.2,146,74.2,21.2,2.2,50.9,19,26.5,91,8,324.9
Peru,"South America",2000,0.678,16.3,29.6,38.7,6.3,155,71.3,19.8,2.3,45.4,12.3,24.8,63,4.4,90.2
Peru,"South America",2001,0.686,15.2,27.5,35.7,6,153,71.7,19.9,2.2,46.1,12.6,24.9,64,4.8,97.6
Peru,"South America",2002,0.687,14.2,25.5,33.1,5.8,150,72.1,20.1,2.1,46.7,13,25,65,5,106.2
Peru,"South America",2003,0.686,13.4,23.8,30.7,5.5,148,72.5,20.2,2,47.4,13.4,25.1,66,5,112.2
Peru,"South America",2004,0.693,12.7,22.2,28.7,5.3,145,72.9,20.3,2,48.1,13.8,25.2,67,4.8,117.2
Peru,"South America",2005,0.698,12.1,20.8,26.8,5.1,143,73.2,20.5,1.9,48.8,14.2,25.3,68,4.6,123.5
Peru,"South America",2006,0.695,11.5,19.6,25.2,5,141,73.5,20.6,1.8,49.5,14.6,25.4,69,4.5,141.7
Peru,"South America",2007,0.703,11,18.5,23.8,4.8,139,73.8,20.7,1.8,50.2,15,25.5,70,4.4,158.7
Peru,"South America",2008,0.712,10.5,17.5,22.5,4.6,136,74.1,20.8,1.7,50.8,15.4,25.6,71,4.4,188.6
Peru,"South America",2009,0.715,10.1,16.6,21.4,4.4,135,74.3,20.9,1.7,51.5,15.9,25.7,72,4.9,206.8
Peru,"South America",2010,0.717,9.7,15.8,20.3,4.3,132,74.6,21,1.6,52.2,16.3,25.8,72,4.7,238.7
Peru,"South America",2011,0.729,9.4,15.1,19.4,4.1,130,74.8,21.1,1.6,52.9,16.7,26,73,4.6,264.8
Peru,"South America",2012,0.729,9,14.4,18.5,3.9,129,75,21.2,1.5,53.6,17.2,26.1,74,4.7,303.3
Peru,"South America",2013,0.736,8.7,13.7,17.7,3.8,128,75.2,21.3,1.5,54.2,17.7,26.2,75,4.8,318.7
Peru,"South America",2014,0.746,8.3,13.1,16.9,3.6,127,75.4,21.4,1.4,54.9,18.1,26.3,76,5.1,331.9
Peru,"South America",2015,0.745,8,12.6,16.2,3.5,125,75.6,21.5,1.4,55.6,18.6,26.4,77,5.3,323
Peru,"South America",2016,0.748,7.6,12.1,15.5,3.3,124,75.9,21.6,1.4,56.3,19.1,26.6,77,5.2,323.1
Poland,"Eastern Europe",2000,0.782,5.7,8.1,9.3,1.1,152,73.7,19.2,2.1,53.1,18.6,25.7,87,5.3,238
Poland,"Eastern Europe",2001,0.785,5.4,7.6,8.8,1.1,147,74.2,19.5,2.1,53.6,18.9,25.7,88,5.7,282.8
Poland,"Eastern Europe",2002,0.791,5.2,7.3,8.4,1.2,143,74.6,19.8,2,54,19.2,25.8,89,6.1,315.8
Poland,"Eastern Europe",2003,0.799,5,7,8.1,1.2,140,74.8,19.8,2,54.5,19.6,25.9,89,6,339.3
Poland,"Eastern Europe",2004,0.804,4.8,6.7,7.8,1.3,142,75,20.1,1.9,55,19.9,25.9,90,5.9,392
Poland,"Eastern Europe",2005,0.802,4.6,6.6,7.6,1.3,144,75,20.2,1.9,55.5,20.3,26,91,5.8,465.7
Poland,"Eastern Europe",2006,0.808,4.4,6.3,7.3,1.4,145,75.3,20.5,1.8,56,20.7,26.1,91,5.8,524.1
Poland,"Eastern Europe",2007,0.814,4.2,6,7,1.5,145,75.4,20.5,1.8,56.6,21.1,26.2,92,5.9,660.9
Poland,"Eastern Europe",2008,0.819,4,5.8,6.7,1.5,142,75.6,20.7,1.7,57.2,21.6,26.3,93,6.4,892.6
Poland,"Eastern Europe",2009,0.824,3.8,5.4,6.3,1.6,137,75.8,20.7,1.7,57.8,22,26.4,94,6.6,759.6
Poland,"Eastern Europe",2010,0.828,3.6,5.2,6,1.6,131,76.3,21,1.6,58.4,22.5,26.5,94,6.4,809.2
Poland,"Eastern Europe",2011,0.835,3.4,4.8,5.6,1.7,128,76.6,21.3,1.6,59.1,22.9,26.6,95,6.2,866.1
Poland,"Eastern Europe",2012,0.839,3.2,4.6,5.4,1.7,126,76.7,21.3,1.5,59.7,23.4,26.7,96,6.2,815.1
Poland,"Eastern Europe",2013,0.836,3.1,4.5,5.2,1.8,121,77,21.4,1.5,60.4,24,26.9,97,6.4,878.1
Poland,"Eastern Europe",2014,0.85,3,4.3,5,1.8,115,77.6,21.8,1.4,61.1,24.5,27,97,6.2,896
Poland,"Eastern Europe",2015,0.842,3,4.2,4.9,1.9,115,77.4,21.5,1.4,61.7,25,27.1,98,6.3,796.7
Poland,"Eastern Europe",2016,0.855,3,4.1,4.8,1.9,111,77.8,21.8,1.3,62.4,25.6,27.3,98,6.2,900.9
Portugal,"Western Europe",2000,0.783,3.4,5.5,7.2,0.8,110,76.9,21.5,1.7,50.1,14.6,25.8,97,8.4,967.1
Portugal,"Western Europe",2001,0.785,3.2,5.2,6.7,0.9,109,77.2,21.7,1.6,50.9,15.1,25.9,97,8.4,988.8
Portugal,"Western Europe",2002,0.79,3,4.7,6.1,0.9,107,77.5,21.9,1.6,51.7,15.6,26,98,8.6,1105.2
Portugal,"Western Europe",2003,0.792,2.8,4.3,5.6,1,104,77.6,21.8,1.5,52.5,16.1,26,98,8.9,1405.9
Portugal,"Western Europe",2004,0.796,2.6,4,5.1,1.1,99,78.3,22.3,1.4,53.3,16.6,26.1,98,9.3,1679.2
Portugal,"Western Europe",2005,0.797,2.4,3.7,4.7,1.1,97,78.6,22.5,1.4,54.1,17.1,26.2,98,9.4,1773.5
Portugal,"Western Europe",2006,0.8,2.2,3.4,4.4,1.2,95,78.9,22.7,1.3,54.9,17.7,26.2,98,9.1,1812.6
Portugal,"Western Europe",2007,0.803,2.1,3.3,4.2,1.3,92,79.3,23,1.3,55.7,18.2,26.2,98,9.1,2067.1
Portugal,"Western Europe",2008,0.81,2.1,3.2,4.1,1.4,89,79.6,23.2,1.2,56.5,18.8,26.3,99,9.4,2322
Portugal,"Western Europe",2009,0.814,2.1,3.2,4,1.5,88,79.8,23.3,1.2,57.3,19.3,26.3,99,9.9,2279.5
Portugal,"Western Europe",2010,0.817,2.1,3.1,3.9,1.6,86,80,23.4,1.1,58.1,19.9,26.3,99,9.8,2213.1
Portugal,"Western Europe",2011,0.822,2.2,3.1,3.8,1.7,84,80.5,23.9,1.1,58.8,20.4,26.3,99,9.5,2207.7
Portugal,"Western Europe",2012,0.826,2.2,3,3.7,1.9,81,80.5,23.7,1,59.5,21,26.3,99,9.3,1918.6
Portugal,"Western Europe",2013,0.829,2.3,3,3.7,2,78,80.9,24,1,60.2,21.5,26.3,99,9.1,1959.4
Portugal,"Western Europe",2014,0.837,2.2,3,3.7,2.1,77,81.2,24.3,1,60.9,22.1,26.3,99,9,1986.9
Portugal,"Western Europe",2015,0.839,2.2,3,3.7,2.3,77,81.3,24.3,0.9,61.6,22.7,26.3,99,9,1721.7
Portugal,"Western Europe",2016,0.842,2.1,3.1,3.7,2.5,76,81.5,24.5,0.9,62.3,23.2,26.2,99,9,1669.7
Qatar,"Middle East",2000,0.809,6.6,10.8,12.5,1.7,74,76.2,19.8,2.2,62.4,26,27.8,99,2,602.3
Qatar,"Middle East",2001,0.81,6.4,10.4,12,1.8,73,76.3,19.9,2.1,63.3,26.7,27.9,99,2.3,658
Qatar,"Middle East",2002,0.811,6.1,10,11.6,1.9,72,76.5,19.9,2,64.1,27.5,28,99,2.5,736.8
Qatar,"Middle East",2003,0.816,5.9,9.6,11.2,2,70,76.6,20,2,64.7,28.1,28.1,99,3.5,1206.3
Qatar,"Middle East",2004,0.823,5.7,9.3,10.8,2.1,69,76.7,20,1.9,65,28.4,28.1,99,3.1,1285.7
Qatar,"Middle East",2005,0.826,5.4,8.9,10.4,2.2,67,76.8,19.9,1.9,65.1,28.5,28.2,99,2.6,1322.8
Qatar,"Middle East",2006,0.831,5.3,8.6,10.1,2.2,66,76.7,19.9,1.8,65,28.4,28.2,99,2.2,1327.7
Qatar,"Middle East",2007,0.827,5.1,8.4,9.8,2.3,66,76.7,19.8,1.8,65.1,28.5,28.3,99,2,1322.2
Qatar,"Middle East",2008,0.83,4.9,8.2,9.5,2.4,65,76.7,19.9,1.7,65.2,28.7,28.3,100,1.6,1327.6
Qatar,"Middle East",2009,0.835,4.7,8,9.3,2.5,65,76.9,20,1.7,65.6,29,28.4,100,2.1,1321.5
Qatar,"Middle East",2010,0.833,4.6,7.8,9.1,2.5,65,77.2,20.3,1.6,66,29.5,28.5,100,1.8,1257.9
Qatar,"Middle East",2011,0.825,4.4,7.6,8.9,2.6,65,77.4,20.5,1.6,66.5,30,28.6,100,1.6,1375.1
Qatar,"Middle East",2012,0.836,4.3,7.4,8.7,2.7,65,77.6,20.6,1.5,67,30.6,28.7,100,1.7,1548.3
